episode_id,season_id,episode_number,title,air_date,main_challenge,main_challenge_type,mini_challenge,runway_theme,lip_sync_song_id,lip_sync_track,eliminated_id,power_up_used,mini_challenge_winner_prize,maxi_challenge_prize,synopsis,untucked_notes
US13E06,US13,6,Disco-Mentary,2021-02-05,Dance in a documentary as a tribute to disco.,Talent Show,Create eye-popping dresses from wallpaper,Little Black Dress,S0235,main,Q0165,-,"A $2,500 gift card from Spoonflower","$5,000",The maxi challenge: Dance in a documentary as a tribute to disco. The runway category is Little Black Dress. Guest judges include Loni Love. Tamisha Iman is eliminated.,-
US13E07,US13,7,Bossy Rossy Ruboot,2021-02-12,"Test their improv skills in the second instalment of the ""Bossy Rossy Show""",Acting,Reading is Fundamental,Bead It,S0141,main,Q0164,-,"A $2,500 gift card from ISLYNYC","$5,000","The maxi challenge: Test their improv skills in the second instalment of the ""Bossy Rossy Show"". The runway category is Bead It. Guest judges include Ts Madison. LaLa Ri is eliminated.",-
US13E08,US13,8,Social Media: The Unverified Rusical,2021-02-19,Record vocals and perform them to Social Media: The Unverified Rusical .,Rusical,-,"Yellow, Gorgeous!",S0236,main,-,-,-,"$5,000","The maxi challenge is the Unverified Rusical. The runway category is Yellow, Gorgeous!. Guest judges include Jamal Sims.",-
US13E09,US13,9,The Snatch Game,2021-03-05,Snatch Game,Snatch Game,Quick drag,Fascinating Fascinators,S0143,main,Q0163,-,"$2,500 cash prize from Snag Tights","$5,000","The queens play the Snatch Game, impersonating celebrities for laughs. The runway category is Fascinating Fascinators. Guest judges include Ts Madison. Elliott with 2 Ts is eliminated.",-
US13E10,US13,10,Freaky Friday Queens,2021-03-12,Getting in pairs to Makeover each other.,Makeover,-,Drag Dopplegangers,S0144,main,Q0162,-,-,"$5,000",The maxi challenge: Getting in pairs to Makeover each other. The runway category is Drag Dopplegangers. Guest judges include Loni Love. Denali is eliminated.,-
US13E11,US13,11,Pop! Goes the Queens,2021-03-19,"Create and advertise a brand of soft drinks, plus, write a catchy jingle",Acting,Are You Smarter Than The Pit Crew?,BEAST Couture,S0145,main,Q0161,-,"$2,500 gift card from JJ Malibu","$5,000","For the maxi challenge, the queens create and advertise a brand of soft drinks, plus, write a catchy jingle. The runway category is BEAST Couture. Tina Burner is eliminated.",-
US13E12,US13,12,Nice Girls Roast,2021-03-26,A Roast of former Miss Congeniality title holders,Comedy,Comedy makeup,-,S0146,main,Q0160,-,"$2,500 worth of Anastasia Beverly Hills Cosmetics, power to choose performance order for Maxi Challenge","$5,000",The maxi challenge is a Roast of former Miss Congeniality title holders. Guest judges include Loni Love. Utica Queen is eliminated.,-
US13E13,US13,13,"Henny, I Shrunk The Drag Queens!",2021-04-02,"Star in a drag parody of the film ""Honey, I Shrunk The Kids""",Acting,-,Haute Pockets,S0147,main,Q0159,-,-,"$5,000","For the maxi challenge, the queens star in a drag parody of the film ""Honey, I Shrunk The Kids"". The runway category is Haute Pockets. Guest judges include Cynthia Erivo. Olivia Lux is eliminated.",-
US13E14,US13,14,Gettin’ Lucky,2021-04-09,"Write and perform a solo verse to be included on RuPaul's new song ""Lucky,"" and guest star on RuPaul and Michelle Visage's podcast to talk about their journey throughout the competition.",Finale,-,Drag Excellence,-,main,-,-,-,-,"For the maxi challenge, the queens write and perform a solo verse to be included on RuPaul's new song ""Lucky,"" and guest star on RuPaul and Michelle Visage's podcast to talk about their journey throughout the competition. The runway category is Drag Excellence.",-
US13E15,US13,15,Reunited,2021-04-16,-,Reunion,-,-,-,main,-,-,-,-,"In ""Reunited,"" the queens take on the week's challenge.",-
US13E16,US13,16,Grand Finale,2021-04-23,-,Finale,-,"Black and White, Red All Over, and Grand Finale Eleganza Extravaganza",-,main,-,-,-,-,"In ""Grand Finale,"" the queens take on the week's challenge.",-
US14E01,US14,1,Big Opening No. 1,2022-01-07,"The Charisma, Nerve and Talent Show",Talent Show,Pose for a photo while spinned around on the Lipsync for the Crown wheel,Signature Show-Stopping Drag,S0148,main,Q0178,-,"Cash prize of $2,500","Cash prize of $5,000","The maxi challenge is the Charisma, Nerve and Talent Show. The runway category is Signature Show-Stopping Drag. Guest judges include Lizzo. Orion Story is eliminated.",-
US14E02,US14,2,Big Opening No. 2,2022-01-14,"The Charisma, Nerve and Talent Show",Talent Show,Pose for a photo in a giant bowl of Tic-Tacs,Sickening Signature Drag,S0240,main,Q0172,-,"Cash prize of $2,500","Cash prize of $5,000","The maxi challenge is the Charisma, Nerve and Talent Show. The runway category is Sickening Signature Drag. Guest judges include Alicia Keys. Daya Betty is eliminated.",-
US14E03,US14,3,A Pair of Balls,2022-01-21,Ball with themes corresponding to the split premiere groups,Design,-,"Group 1) Hide & Chic; Group 2) Red, White, and Blue Ball",S0150,main,Q0181,-,-,"Cash prize of $5,000",The maxi challenge: Ball with themes corresponding to the split premiere groups. Guest judges include Christine Chiu. June Jambalaya is eliminated.,-
US14E04,US14,4,She's A Super Tease,2022-01-28,"In two rivalling teams, produce attention grabbing superteases for Season 14.",Acting,-,Night of 1000 Jlo’s,S0151,main,Q0180,-,-,"$5,000 cash prize","The maxi challenge: In two rivalling teams, produce attention grabbing superteases for Season 14. The runway category is Night of 1000 JLo's. Guest judges include Loni Love. Alyssa Hunter is eliminated.",-
US14E05,US14,5,Save A Queen,2022-02-04,"In teams, produce PSAs for a charity featuring the assigned porkchop queen, complete with rhyming",Acting,-,Spring Has Sprung,S0152,main,Q0178,-,-,"Cash prize of $5,000","The maxi challenge: In teams, produce PSAs for a charity featuring the assigned porkchop queen, complete with rhyming. The runway category is Spring Has Sprung. Guest judges include Ava Max. Orion Story is eliminated.",-
US14E06,US14,6,Glamazon Prime,2022-02-11,Design an outfit out of items shopped online,Design,-,Glamazon Primetime,S0153,main,Q0177,-,-,"Cash prize of $5,000","For the maxi challenge, the queens design an outfit out of items shopped online. The runway category is Glamazon Primetime. Guest judges include Taraji P. Henson. Maddy Morphosis is eliminated.",-
US14E07,US14,7,The Daytona Wind,2022-02-18,Star in a Southern soap opera featuring three rivalling drag families,Acting,-,Chaps on the Runway,-,main,-,-,-,"Cash prize of $5,000","For the maxi challenge, the queens star in a Southern soap opera featuring three rivalling drag families. The runway category is Chaps On The Runway. Guest judges include Ts Madison.",-
US14E08,US14,8,60s Girl Groups,2022-02-25,Sing and dance as three 60s girl groups,Girl Group,Reading is Fundamental,Heart On,S0242,main,Q0176,-,"Cash prize of $2,500","Cash prize of $5,000","For the maxi challenge, the queens sing and dance as three 60s girl groups. The runway category is Heart On. Guest judges include Alec Mapa. Kerri Colby is eliminated.",-
US14E09,US14,9,Menzeses,2022-03-04,Drag Con discussion panels in teams,Acting,Photobomb celebrity photographs,Shoulder Pads,S0243,main,-,-,"Cash prize of $2,500","Cash prize of $5,000",The maxi challenge: Drag Con discussion panels in teams. The runway category is Shoulder Pads!. Guest judges include Nicole Byer.,-
US14E10,US14,10,Snatch Game,2022-03-11,Snatch Game,Snatch Game,Make a look out of bubble wrap,Holy Couture,-,main,-,-,"Cash prize of $2,500","Cash prize of $5,000","The queens play the Snatch Game, impersonating celebrities for laughs. The runway category is Holy Couture. Guest judges include Dove Cameron.",-
US14E11,US14,11,An Extra Special Episode,2022-03-18,The bottom 7 queens face each other in a lip sync smackdown tournament.,LaLaPaRuZa,-,-,-,main,Q0175,-,-,-,The maxi challenge is the bottom 7 queens face each other in a lip sync smackdown tournament. Jasmine Kennedie is eliminated.,-
US14E12,US14,12,Moulin Ru: The Rusical,2022-03-25,"Star in ""Moulin Ru: The Rusical"" (a parody of Moulin Rouge! )",Rusical,-,"Mirror, Mirror",S0250,main,-,-,-,"Cash prize of $5,000 and a trip to New York City to see Moulin Rouge! The Musical on Broadway","The maxi challenge is the Rusical"" (a parody of *Moulin Rouge!*). The runway category is Mirror, Mirror. Guest judges include Andra Day.",-
US14E13,US14,13,The Ross Mathews Roast,2022-04-01,A roast of Ross Mathews,Comedy,Paint a mural of RuPaul and Dolly Parton,Tutu Much,S0157,main,Q0173,-,"$1,500 worth of Anastasia Beverly Hills cosmetics for each queen","Cash prize of $5,000",The maxi challenge is a roast of Ross Mathews. The runway category is Tutu Much. Guest judges include Dulce Sloan. DeJa Skye and Jorgeous is eliminated.,-
US14E14,US14,14,Catwalk,2022-04-08,"Star in a music video for RuPaul's song ""Catwalk.""",Finale,-,"You’re a Winner, Baby",S0158,main,-,-,-,"Cash prize of $5,000","For the maxi challenge, the queens star in a music video for RuPaul's song ""Catwalk."". The runway category is You're a Winner, Baby.",-
US14E15,US14,15,Reunited!,2022-04-15,-,Reunion,-,-,-,main,-,-,-,-,"In ""Reunited!,"" the queens take on the week's challenge.",-
US14E16,US14,16,Grand Finale,2022-04-22,The top 5 perform individual show-stopping performances.,Finale,-,-,-,main,-,-,-,-,"In ""Grand Finale,"" the queens take on the week's challenge. Angeria Paris VanMicheals, Bosco, and Daya Betty is eliminated.",-
US15E01,US15,1,"One Night Only, Part 1",2023-01-06,Talent Show (Group 1 entrances),Talent Show,Sexy Car Wash Photoshoot (Group 1) and Windy Hog Photoshoot (Group 2),Who Is She?,,-,,-,-,-,"For the maxi challenge, the queens perform original choreography for the opening number and showcase their performance skills in a talent show. The runway category is Who is She?. Irene Dubois is eliminated.",-
US15E02,US15,2,"One Night Only, Part 2",2023-01-06,Talent Show,Talent Show,Sexy Car Wash (Group 1) and Windy Hog (Group 2) photo shoots.,Who Is She?,S0159,main,Q0197,-,-,-,"For the maxi challenge, the queens perform original choreography for the opening number and showcase their performance skills in a talent show. The runway category is Who is She?. Irene Dubois is eliminated.",-
US15E03,US15,3,All Queens Go to Heaven,2023-01-13,Queer afterlife infomercial (teams),Acting,-,Metallica,S0160,main,Q0196,-,-,"$5,000 cash prize","For the maxi challenge, the queens create infomercials for a queer afterlife. The runway category is Metallica. Princess Poppy is eliminated.",-
US15E04,US15,4,Supersized Snatch Game,2023-01-20,Snatch Game,Snatch Game,-,Beautiful Nightmare,S0161,main,Q0191,-,-,"$5,000 cash prize","The queens play the Snatch Game, impersonating celebrities for laughs. The runway category is Beautiful Nightmare. Sugar is eliminated.",-
US15E05,US15,5,House of Fashion,2023-01-27,Home decor fashion line (teams),Design,Reading Challenge,Drag Race Fashion Week,S0162,main,Q0195,-,"$2,500 cash prize","$5,000 cash prize from Sunday Riley","For the maxi challenge, the queens create a look using home decor materials. The runway category is Drag Race Fashion Week. Amethyst is eliminated.",-
US15E06,US15,6,Old Friends Gold,2023-02-03,Old lady girl groups (teams),Girl Group,-,Tie-Dye to Die For,S0163,main,Q0194,-,-,"$5,000 cash prize","For the maxi challenge, the queens perform in old lady girl groups. The runway category is Tie-dye to Die For. Robin Fierce is eliminated.",-
US15E07,US15,7,The Daytona Wind 2,2023-02-10,80s soap opera acting,Acting,-,Puffa Please,S0164,main,Q0193,-,-,"$5,000 cash prize from got2be glued","For the maxi challenge, the queens act in The Daytona Wind 2. The runway category is Puffa Please. Aura Mayari is eliminated.",-
US15E08,US15,8,Lip Sync LaLaPaRuZa Smackdown,2023-02-17,Lip Sync LaLaPaRuZa Smackdown,LaLaPaRuZa,-,,S0090,main,Q0192,-,-,-,The maxi challenge: Face off in a lip sync smackdown. Jax is eliminated.,-
US15E09,US15,9,The Crystal Ball,2023-02-24,The Crystal Ball (design),Design,Photobomb moments from past seasons,Start Your Engines / My Favorite Ball / Crystallized Eleganza,S0203,main,Q0190,-,"$2,500 cash prize from PrettyLittleThing","$5,000 cash prize","For the maxi challenge, the queens design outfits for the Crystal Ball. Spice is eliminated.",-
US15E10,US15,10,50/50's Most Gagworthy Stars,2023-03-03,Interview celebrities for 50/50,Acting,-,Night of a Thousand Beyoncés,S0166,main,Q0186,-,-,"$5,000 cash prize",The maxi challenge: Get up close and personal with celebrities for a sketchy newsmagazine. The runway category is Night of 1000 Beyonces. Malaysia Babydoll Foxx is eliminated.,-
US15E11,US15,11,"Two Queens, One Joke",2023-03-10,Stand-up comedy (pairs),Comedy,Harlem Vogue Ball,Rip Her to Shreds,S0167,main,Q0188,-,"$2,500 cash prize","$5,000 cash prize from Bubly Sparkling Water","For the maxi challenge, the queens perform stand-up in pairs. The runway category is Rip Her to Shreds. Guest judges include Ali Wong. Marcia Marcia Marcia is eliminated.",-
US15E12,US15,12,Wigloose: The Rusical!,2023-03-17,Wigloose: The Rusical!,Rusical,-,Everybody Say Glove!,S0204,main,Q0187,-,-,"$5,000 cash prize",The maxi challenge is the Rusical. The runway category is Everybody Say Glove!. Guest judges include Orville Peck. Salina EsTitties is eliminated.,-
US15E13,US15,13,Teacher Makeovers,2023-03-24,Makeover school teachers,Makeover,Spill The T,Drag Family Resemblance,S0169,main,Q0189,-,"$5,000 worth of Anastasia Beverly Hills Cosmetics","$5,000 cash prize","For the maxi challenge, the queens give drag makeovers to a group of teachers. The runway category is Drag Family Resemblance. Guest judges include Hayley Kiyoko. Loosey LaDuca is eliminated.",-
US15E14,US15,14,Blame It on the Edit,2023-03-31,Verses to 'Blame It on the Edit',Song/Verse,-,Drag Excellence,S0170,main,,-,-,"$5,000 cash prize","For the maxi challenge, the queens record a verse and participate in a music video of RuPaul's song ""Blame It On The Edit"". The runway category is Drag Excellence.",-
US15E15,US15,15,Reunited,2023-04-07,Reunion,Reunion,-,,,-,,-,-,-,"In ""Reunited,"" the queens take on the week's challenge.",-
US15E16,US15,16,Grand Finale,2023-04-14,Finale lip syncs for the crown,Finale,-,,S0022,main,,-,-,-,"In ""Grand Finale,"" the queens take on the week's challenge. Luxx Noir London & Mistress Isabelle Brooks is eliminated.",-
US16E01,US16,1,Rate-A-Queen,2024-01-05,MTV Spring Break Talent Show,Talent Show,Photoshoot through a Doorbell Camera on RuPaul's porch,RuVeal Yourself,S0171,main,,-,"$2,500 cash prize","$5,000 cash prize and immunity from a future challenge","For the maxi challenge, the queens perform in the MTV Spring Break Talent Show. The runway category is RuVeal Yourself.",-
US16E02,US16,2,Queen Choice Awards,2024-01-12,Queen Choice Awards Talent Show,Talent Show,Get a photo taken at the She-MV,Made You Look,S0172,main,,-,-,-,Group 2 performs in the Queen Choice Awards talent show.,-
US16E03,US16,3,The Mother of All Balls,2024-01-19,The Mother of All Balls (design),Design,-,Mother Goose / Significant Mother / Eleganza,S0173,main,Q0211,-,-,-,The two groups meet as the queens compete in a mother-inspired ball with three looks.,-
US16E04,US16,4,RDR Live!,2024-01-26,RDR Live sketch comedy,Acting,-,Everything Every-Cher All at Once,S0174,main,Q0210,-,-,-,The queens perform a sketch-comedy send-up in 'RDR Live!'.,-
US16E05,US16,5,Girl Groups,2024-02-02,Girl group verses (teams),Girl Group,"Take a cover photo for an original memoir, inspired by RuPaul's The House of Hidden Meanings","Faster Pussycat, Wig, Wig",S0175,main,Q0209,-,-,-,The queens form girl groups and write verses for songs from RuPaul's album Black Butta.,-
US16E06,US16,6,Welcome to the DollHouse,2024-02-09,Design your own drag doll,Design,Flamenco dance with the Pit Crew,Welcome to the Dollhouse,S0176,main,Q0208,-,-,-,The queens design dolls based on their drag personas after a flamenco number with Charo.,-
US16E07,US16,7,The Sound of Rusic,2024-02-16,The Sound of Rusic (Rusical),Rusical,-,I Can Buy Myself Flowers,S0177,main,Q0207,-,-,-,"The queens star in the Rusical 'The Sound of Rusic', set in the Swish Alps.",-
US16E08,US16,8,Snatch Game,2024-02-23,Snatch Game,Snatch Game,Reading Challenge,Dancing Queen,S0178,main,Q0206,-,-,-,After the Reading challenge the queens impersonate celebrities in Snatch Game.,-
US16E09,US16,9,See You Next Wednesday,2024-03-01,Neo-goth unconventional materials,Design,Spit Take in response to comments from RuPaul,See You Next Wednesday,S0252,main,Q0205,-,-,-,"The queens create neo-goth looks using only black, white and grey fabric.",-
US16E10,US16,10,Werq the World,2024-03-08,Verses to 'Power',Song/Verse,-,True Colors,S0180,main,,-,-,-,The queens write and record verses for the political anthem 'Power'.,-
US16E11,US16,11,Corporate Queens,2024-03-15,Drag awareness seminars (teams),Acting,"Vote who best fits the characteristic named by RuPaul. Instead of points, the majority voters earn $100.",Flashback: DragCon 1980,S0181,main,Q0204,-,-,-,In teams the queens devise and present comedic corporate Drag Awareness seminars.,-
US16E12,US16,12,Bathroom Hunties,2024-03-22,Design your own bathroom (pairs),Design,"Paint a custom t-shirt using just a painted face , inspired by Tammy Faye .",Chain Reaction,S0182,main,Q0203,-,-,-,The queens design over-the-top bathrooms for the design show 'Bathroom Hunties'.,-
US16E13,US16,13,Drag Race Vegas Live! Makeovers,2024-03-29,Makeover Pit Crew dancers,Makeover,-,Drag Family Resemblance,S0183,main,Q0202,-,-,-,The queens make over dancers from RuPaul's Drag Race LIVE! and choreograph duets.,-
US16E14,US16,14,Booked and Blessed,2024-04-05,Promote a memoir concept,Acting,-,Fandango,S0184,main,Q0201,-,-,-,"The queens write memoirs, shoot book covers and are interviewed for the 'Booked & Blessed' challenge.",-
US16E15,US16,15,Lip Sync LaLaPaRuza Smackdown – Reunited,2024-04-12,Lip Sync LaLaPaRuZa Smackdown,LaLaPaRuZa,-,,S0185,main,,-,-,-,"Eliminated queens return for a LipSync LalaPaRuza Smackdown with a $50,000 prize.",-
US16E16,US16,16,Grand Finale,2024-04-19,Finale lip syncs for the crown,Finale,-,Grande Finale Eleganza,S0186,main,,-,-,-,The top queens perform in the grand finale as RuPaul crowns the season winner.,-
US17E01,US17,1,Squirrel Games,2025-01-03,Drag Queens Got Talent (Talent Show),Talent Show,"Prior to the Werkroom Entrances, play Ru Light, Green Light with Drag Race Alum and local queens",Masked For Masked Singer,S0187,main,,-,"$2,500 cash prize","$5,000 cash prize","For the maxi challenge, the queens perform in Drag Queens Got Talent. The runway category is Masked For Masked Singer.",-
US17E02,US17,2,Drag Queens Got Talent - Part 2,2025-01-10,Talent Show Part 2,Talent Show,-,Is It Cake?,S0188,main,,-,-,"$5,000 cash prize","For the maxi challenge, the queens perform in Drag Queens Got Talent - Part 2. The runway category is Is It Cake?.",-
US17E03,US17,3,Monopulence!,2025-01-17,Design Monopoly looks,Design,-,Monopulence,S0262,main,Q0222,-,-,"$5,000 cash prize","For the maxi challenge, the queens design opulent runway looks based on Monopoly ""wikipedia:en:Monopoly (game)"") properties. The runway category is Monopulence. Lucky Starzzz is eliminated.",-
US17E04,US17,4,"Bitch, I'm A Drag Queen!",2025-01-24,Singing challenge,Singing,-,Quilted For Your Pleasure,S0190,main,Q0223,-,-,"$5,000 cash prize","For the maxi challenge, the queens record and perform songs for commercials of Bitch I'm a Drag Queen Volumes 1 and 2. The runway category is Quilted For Your Pleasure. Joella is eliminated.",-
US17E05,US17,5,RDR Live!,2025-01-31,RDR Live sketch comedy,Acting,-,Tickled Pink,S0191,main,,-,-,"$5,000 cash prize","For the maxi challenge, the queens perform in the sketch comedy show RDR Live. The runway category is Tickled Pink.",-
US17E06,US17,6,Let's Get Sea Sickening Ball,2025-02-07,Sea-themed ball (design),Design,Transport Anastasia Beverly Hills Lipsticks to a display case,Sea Sickening Ball,S0263,main,Q0224,-,$500 cash prize courtesy of Anastasia Beverly Hills,"$5,000 cash prize and a $5,000 donation to the American Friends of the Ocean Cleanup Foundation",The maxi challenge: Sea Sickening Ball. Hormona Lisa is eliminated.,-
US17E07,US17,7,Snatch Game,2025-02-14,Snatch Game,Snatch Game,-,Leather and Lace,S0264,main,Q0220,-,-,"$5,000 cash prize","The queens play the Snatch Game, impersonating celebrities for laughs. The runway category is Nailed It!. Crystal Envy is eliminated.",-
US17E08,US17,8,The Wicked Wiz Of Oz: The Rusical!,2025-02-21,Wicked Wiz of Oz (Rusical),Rusical,-,Emerald City Eleganza,S0265,main,Q0225,-,-,"$5,000 cash prize","The maxi challenge is the Rusical. The runway category is Parasols, Shady Ladies. Acacia Forgot is eliminated.",-
US17E09,US17,9,Heavens to Betsey!,2025-02-28,Design (Betsey Johnson),Design,Reading Challenge,Heavens to Betsey,S0266,main,Q0219,-,"$2,500 cash prize","$5,000 cash prize","For the maxi challenge, the queens design an outift inspired by a Betsey Johnson Collection. The runway category is Betsey Johnson Fashion Collection. Kori King is eliminated.",-
US17E10,US17,10,The Villains Roast,2025-03-07,Roast,Comedy,Questions with Michelle Visage and the Badonka Dunk Tank,Villains,S0267,main,Q0221,-,-,"$5,000 cash prize",The maxi challenge is the Villains Roast. The runway category is Who Wears Short Shorts?. Arrietty is eliminated.,-
US17E11,US17,11,Ross Mathews vs. The Ducks,2025-03-14,Acting challenge,Acting,-,Feather Frenzy,S0268,main,Q0218,-,-,"$5,000 cash prize","For the maxi challenge, the queens act in Ross Mathews vs. The Ducks. The runway category is Black and White Ball. Lydia B Kollins is eliminated.",-
US17E12,US17,12,"Charisma, Uniqueness, Nerve & Talent Monologues",2025-03-21,CUNT Monologues,Acting,"In pairs, fill in the blanks to write the other queen's Drag Race bios",Pearls of Wisdom,S0269,main,Q0217,-,"$1,000 cash prize","$5,000 cash prize (split among them, $2,500 each)","For the maxi challenge, the queens perform in the Charisma, Uniqueness, Nerve & Talent Monologues while a partner does an interpretive dance to the story. The runway category is Ugliest Dress Ever. Lana Ja'Rae is eliminated.",-
US17E13,US17,13,Drag Baby Mamas,2025-03-28,Makeover,Makeover,Spill The T,Drag Family Resemblance,S0270,main,,-,"$2,500 cash prize","$5,000 cash prize and $2,500 for the makeover partner","For the maxi challenge, the queens give drag makeovers to their parents. The runway category is Drag Family Resemblance.",-
US17E14,US17,14,How's Your Headliner?,2025-04-04,Headliner act,Acting,-,Showgirl Realness,S0192,main,Q0216,-,-,"$5,000 cash prize and an invitation to join RuPaul's Drag Race Live!","The maxi challenge: Audition for RuPaul's Drag Race Live!, including a Photoshoot, Interview, Performance, and Promotional Video. The runway category is Opulent Outerwear. Suzie Toot is eliminated.",-
US17E15,US17,15,Lip Sync Lalaparuza Smackdown,2025-04-11,Lip Sync LaLaPaRuZa Smackdown,LaLaPaRuZa,-,,S0193,main,,-,-,-,The maxi challenge is the eliminated contestants face off in a lip sync smackdown.,-
US17E16,US17,16,Grand Finale,2025-04-18,Finale lip syncs for the crown,Finale,-,Grand Finale Eleganza,S0194,main,,-,-,-,The maxi challenge is the top 4 perform in individual show-stopping original numbers. The runway category is Grand Finale Eleganza. Guest judges include Jamal Sims. Lexi and Sam Star is eliminated.,-
US18E01,US18,1,You Can't Keep A Good Drag Queen Down!,2026-01-02,Talent Show,Talent Show,Act as a scream queen with masked dancers and pose for a photoshoot,"Reclaim, Renew, Rejoice",S0277,main,,-,"$2,500 cash prize","$5,000 cash prize","For the maxi challenge, the queens design a look using leftover materials from previous seasons. The runway category is Reclaim, Renew, Rejoice.",-
US18E02,US18,2,Q-Pop Girl Groups,2026-01-09,Talent Show,Talent Show,-,"Your Neck, Your Back, Your Pussy, and Your Crack",S0278,main,Q0239,-,-,"$5,000 cash prize","For the maxi challenge, the queens write, record, and choreograph Q-Pop Girl Group songs. The runway category is Your Neck, Your Back, Your Pussy, and Your Crack. DD Fuego is eliminated.",-
US18E03,US18,3,RDR Live Returns!,2026-01-16,RDR Live!,Acting,-,Animal Attraction,S0279,main,Q0238,-,-,"$5,000 cash prize",The maxi challenge: RDR Live!. The runway category is Animal Attraction. Mandy Mango is eliminated.,-
US18E04,US18,4,Red Carpet Mash-Ups,2026-01-23,"In pairs, design a look inspired by two iconic red carpet moments",Design,-,Red Carpet Mashups,S0280,main,Q0237,-,-,"$5,000 cash prize","The maxi challenge: In pairs, design a look inspired by two iconic red carpet moments. The runway category is Red Carpet Mashups. Briar Blush is eliminated.",-
US18E05,US18,5,"The Rate-A-Queen Talent Show, Part 1",2026-01-30,"Perform in the Rate-A-Queen Talent Show, Part 1",Talent Show,-,"Not Today, Satin",S0281,main,,-,-,"5,000 cash prize (split between them, $2,500 each)","For the maxi challenge, the queens perform in the Rate-A-Queen Talent Show, Part 1. The runway category is Not Today, Satin.",-
US18E06,US18,6,"The Rate-A-Queen Talent Show, Part 2",2026-02-06,"Perform in the Rate-A-Queen Talent Show, Part 2",Talent Show,-,"Shake, Shake, Shake",S0030,main,Q0236,-,-,"$5,000 cash prize","For the maxi challenge, the queens perform in the Rate-A-Queen Talent Show, Part 2. The runway category is Shake, Shake, Shake. Ciara Myst is eliminated.",-
US18E07,US18,7,Drag Queens For Change,2026-02-13,"In pairs, create comedic political ads that parody polarizing political issues",Acting,-,I Can See Right Through Her,S0282,main,Q0235,-,-,"$5,000 cash prize","The maxi challenge: In pairs, create comedic political ads that parody polarizing political issues. The runway category is I Can See Right Through Her. Vita VonTesse Starr is eliminated.",-
US18E08,US18,8,Snatch Game Of Love: Island Edition,2026-02-20,Snatch Game of Love Island,Snatch Game,-,80s Ladies,S0283,main,Q0234,-,-,"$5,000 cash prize","The queens play the Snatch Game, impersonating celebrities for laughs. The runway category is 80s Ladies. Mia Starr is eliminated.",-
US18E09,US18,9,Fannie: The Hard Knock Ball Rusical,2026-02-27,Rusical,Rusical,"Grindr, I Hardly Know Her!",Beige Against The Machine,S0284,main,Q0233,-,"$2,500 cash prize (split between them, $1,250 each)","$5,000 cash prize",The maxi challenge is the Hard Knock Ball Rusical. The runway category is Beige Against The Machine. Guest judges include Benny Blanco. Athena Dion is eliminated.,-
US18E10,US18,10,Drag in a Bag,2026-03-06,Design,Design,Reading Challenge,Party,S0526,main,,-,"$2,500 cash prize","$5,000 cash prize and a set of luggage from Away","For the maxi challenge, the queens design a festive look using materials provided by the eliminated queens. The runway category is Party.",-
US18E11,US18,11,A Toast to Alyssa Edwards,2026-03-13,Roast,Comedy,Advertise fragrances provided by Scent Bird,Swept Away,S0195,main,Q0232,-,"$2,500 cash prize","$5,000 cash prize",The maxi challenge is a Toast to Alyssa Edwards. The runway category is Swept Away. Kenya Pleaser is eliminated.,-
US18E12,US18,12,"Mammas, Don't Let Your Babies Grow Up to Be Drag Queens",2026-03-20,Give drag makeovers to queer cowboys,Makeover,Race while riding inflatable horses,Drag Family Resemblance,S0285,main,Q0231,-,"$2,500 cash prize","$5,000 cash prize and $2,500 cash prize for her partner","For the maxi challenge, the queens give drag makeovers to queer cowboys. The runway category is Drag Family Resemblance. Discord Addams is eliminated.",-
US18E13,US18,13,Karens Gone Wild,2026-03-27,"Improvise in the show ""Karens got Wild""",Acting,Everybody Loves Puppets,From Wholesome to Folsom,S0525,main,Q0230,-,-,"$5,000 cash prize and tickets to "" Stop! That! Train!""","The maxi challenge: Improvise in the show ""Karens got Wild"". The runway category is From Wholesome to Folsom. Jane Don't is eliminated.",-
US18E14,US18,14,Good Morning Bitches,2026-04-03,Talk show,Acting,-,Drag Excellence,S0196,main,Q0229,-,-,"$5,000 cash prize (split between them, $2,500 each)","The maxi challenge: In pairs, co-host ""Good Morning Bitches"". The runway category is Drag Excellence. Juicy Love Dion is eliminated.",-
US18E15,US18,15,All RuPaul-A-Paruza Smackdown,2026-04-10,Lip Sync Smackdown,LaLaPaRuZa,-,-,,-,,-,-,-,The maxi challenge is the eliminated contestants face off in a lip sync smackdown.,-
US18E16,US18,16,Grand Finale,2026-04-17,Finale,Finale,-,-,S0286,main,,-,-,-,The maxi challenge is the top 3 perform in individual show-stopping original numbers. Guest judges include Jamal Sims. Darlene Mitchell is eliminated.,-
AS05E01,AS05,1,All Star Variety Extravaganza,2020-06-05,Werq The World Variety Extravaganza Show,Talent Show,Reading is Fundamental,-,S0352,main,Q0093,-,"$2,000 gift card from Marek+Richard",-,"The main challenge is Werq The World Variety Extravaganza Show, with Ricky Martin as guest judge. India Ferrah takes the top spot; lip sync assassin Yvie Oddly appears; Yvie Oddly wins the lip sync; Derrick Barry is eliminated.",-
